"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"3429",3429,3429,-85.8563903,42.5195749,1849,"Allegan General Hospital","Critical Access Hospital",25,25,NA,0.248219,0,42.519608,-85.856413,1,"rooftop","555","Linn St","Allegan","MI","Allegan County",49010,"US","Allegan","<b>Allegan General Hospital</b><br>Allegan County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.25<br>Pot. Bed Increases: 0",19,NA
"3430",3430,3430,-83.4493824,45.0776347,1850,"MidMichigan Medical Center - Alpena ","Short Term Acute Care Hospital",128,124,9,0.325728,-4,45.076795,-83.450623,1,"nearest_street","1500","US Hwy 23","Alpena","MI","Alpena County",49707,"US","TIGER/Line® dataset from the US Census Bureau","<b>MidMichigan Medical Center - Alpena </b><br>Alpena County<br>Num Beds: 128<br>Num ICU Beds: 9<br>Bed Util: 0.33<br>Pot. Bed Increases: -4",86,6
"3431",3431,3431,-83.968804,43.981945,1851,"Ascension Standish Hospital ","Critical Access Hospital",25,25,5,0.119562,0,43.982804,-83.967164,0.97,"nearest_street","800","W Cedar St","Standish","MI","Arenac County",48658,"US","TIGER/Line® dataset from the US Census Bureau","<b>Ascension Standish Hospital </b><br>Arenac County<br>Num Beds: 25<br>Num ICU Beds: 5<br>Bed Util: 0.12<br>Pot. Bed Increases: 0",22,4
"3432",3432,3432,-85.3027963,42.6446796,1852,"Spectrum Health Pennock","Critical Access Hospital",25,49,6,0.523186,24,42.644829,-85.302631,1,"rooftop","1009","W Green St","Hastings","MI","Barry County",49058,"US","Allegan","<b>Spectrum Health Pennock</b><br>Barry County<br>Num Beds: 25<br>Num ICU Beds: 6<br>Bed Util: 0.52<br>Pot. Bed Increases: 24",12,3
"3433",3433,3433,-83.8681815,43.5887118,1853,"McLaren Bay Region ","Short Term Acute Care Hospital",297,356,32,0.581874,59,43.588659,-83.866997,0.98,"nearest_street","508","S Trumbull St","Bay City","MI","Bay County",48708,"US","TIGER/Line® dataset from the US Census Bureau","<b>McLaren Bay Region </b><br>Bay County<br>Num Beds: 297<br>Num ICU Beds: 32<br>Bed Util: 0.58<br>Pot. Bed Increases: 59",124,13
"3434",3434,3434,-86.2424169,44.636512,1854,"Munson Healthcare Paul Oliver Memorial Hospital","Critical Access Hospital",8,8,NA,0.009932,0,44.636908,-86.243046,0.99,"rooftop","224","Park Ave","Frankfort","MI","Benzie County",49635,"US","Benzie","<b>Munson Healthcare Paul Oliver Memorial Hospital</b><br>Benzie County<br>Num Beds: 8<br>Num ICU Beds: NA<br>Bed Util: 0.01<br>Pot. Bed Increases: 0",8,NA
"3435",3435,3435,-86.4782949,42.0885704,1855,"Lakeland Medical Ctr","Short Term Acute Care Hospital",196,215,20,0.487785,19,42.088958,-86.480378,0.97,"nearest_street","2589","Langley Ave","Saint Joseph","MI","Berrien County",49085,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lakeland Medical Ctr</b><br>Berrien County<br>Num Beds: 196<br>Num ICU Beds: 20<br>Bed Util: 0.49<br>Pot. Bed Increases: 19",100,10
"3436",3436,3436,-86.248677,42.185559,1856,"Lakeland Hospital Watervliet","Short Term Acute Care Hospital",26,44,NA,0.028978,18,42.185907,-86.248836,0.98,"nearest_street","434","Medical Park Rd","Watervliet","MI","Berrien County",49098,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lakeland Hospital Watervliet</b><br>Berrien County<br>Num Beds: 26<br>Num ICU Beds: NA<br>Bed Util: 0.03<br>Pot. Bed Increases: 18",25,NA
"3437",3437,3437,-84.9893546,41.9381529,1857,"ProMedica Coldwater Regional Hospital ","Short Term Acute Care Hospital",87,71,10,0.359314,-16,41.938833,-84.989711,1,"nearest_street","279","US Hwy 12","Coldwater","MI","Branch County",49036,"US","TIGER/Line® dataset from the US Census Bureau","<b>ProMedica Coldwater Regional Hospital </b><br>Branch County<br>Num Beds: 87<br>Num ICU Beds: 10<br>Bed Util: 0.36<br>Pot. Bed Increases: -16",56,6
"3438",3438,3438,-85.1784543,42.3312,1858,"Bronson Battle Creek Hospital","Short Term Acute Care Hospital",159,179,20,0.485707,20,42.329957,-85.178716,0.97,"nearest_street","98","Emmett Loop","Battle Creek","MI","Calhoun County",49017,"US","TIGER/Line® dataset from the US Census Bureau","<b>Bronson Battle Creek Hospital</b><br>Calhoun County<br>Num Beds: 159<br>Num ICU Beds: 20<br>Bed Util: 0.49<br>Pot. Bed Increases: 20",82,10
"3439",3439,3439,-85.2913109,42.3434478,1859,"Battle Creek VA Medical Ctr","VA Hospital",NA,NA,NA,NA,0,42.343459,-85.291367,1,"rooftop","5500","Armstrong Rd","Battle Creek","MI","Calhoun County",49037,"US","Allegan","<b>Battle Creek VA Medical Ctr</b><br>Calhoun County<br>Num Beds: NA<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"3440",3440,3440,-84.9570575,42.2735551,1860,"Oaklawn Hospital","Short Term Acute Care Hospital",78,94,12,0.530418,16,42.273016,-84.956488,0.98,"nearest_street","348","E Mansion St","Marshall","MI","Calhoun County",49068,"US","TIGER/Line® dataset from the US Census Bureau","<b>Oaklawn Hospital</b><br>Calhoun County<br>Num Beds: 78<br>Num ICU Beds: 12<br>Bed Util: 0.53<br>Pot. Bed Increases: 16",37,6
"3441",3441,3441,-86.1150593,41.9832518,1861,"Ascension Borgess-Lee Hospital","Critical Access Hospital",25,25,NA,0.100274,0,41.984181,-86.114505,0.97,"nearest_street","100","Parsonage St","Dowagiac","MI","Cass County",49047,"US","TIGER/Line® dataset from the US Census Bureau","<b>Ascension Borgess-Lee Hospital</b><br>Cass County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.1<br>Pot. Bed Increases: 0",22,NA
"3442",3442,3442,-84.3500726,46.4980756,1862,"War Memorial Hospital","Short Term Acute Care Hospital",49,82,6,0.504892,33,46.498557,-84.350017,0.98,"nearest_street","498","Osborn Blvd","Sault Sainte Marie","MI","Chippewa County",49783,"US","TIGER/Line® dataset from the US Census Bureau","<b>War Memorial Hospital</b><br>Chippewa County<br>Num Beds: 49<br>Num ICU Beds: 6<br>Bed Util: 0.5<br>Pot. Bed Increases: 33",24,3
"3443",3443,3443,-84.7684001,43.8207231,1863,"MidMichigan Medical Center - Clare","Short Term Acute Care Hospital",49,49,NA,0.148225,0,43.82056,-84.768374,0.99,"nearest_street","701","N McEwan St","Clare","MI","Clare County",48617,"US","TIGER/Line® dataset from the US Census Bureau","<b>MidMichigan Medical Center - Clare</b><br>Clare County<br>Num Beds: 49<br>Num ICU Beds: NA<br>Bed Util: 0.15<br>Pot. Bed Increases: 0",42,NA
"3444",3444,3444,-84.5550922,42.9933739,1864,"Sparrow Clinton Hospital","Critical Access Hospital",25,25,2,0.283069,0,42.993164,-84.555821,0.98,"nearest_street","898","S Oakland St","Saint Johns","MI","Clinton County",48879,"US","TIGER/Line® dataset from the US Census Bureau","<b>Sparrow Clinton Hospital</b><br>Clinton County<br>Num Beds: 25<br>Num ICU Beds: 2<br>Bed Util: 0.28<br>Pot. Bed Increases: 0",18,1
"3445",3445,3445,-84.7079,44.6675,1865,"Munson Healthcare Grayling Hospital","Short Term Acute Care Hospital",49,71,6,0.368857,22,44.667539,-84.707929,0.99,"nearest_street","401","Rose St","Grayling","MI","Crawford County",49738,"US","TIGER/Line® dataset from the US Census Bureau","<b>Munson Healthcare Grayling Hospital</b><br>Crawford County<br>Num Beds: 49<br>Num ICU Beds: 6<br>Bed Util: 0.37<br>Pot. Bed Increases: 22",31,4
"3446",3446,3446,-87.0944293,45.7457312,1866,"OSF St Francis Hospital","Critical Access Hospital",25,25,9,0.455342,0,45.745744,-87.098318,1,"nearest_street","2949","US Hwy 41","Escanaba","MI","Delta County",49829,"US","TIGER/Line® dataset from the US Census Bureau","<b>OSF St Francis Hospital</b><br>Delta County<br>Num Beds: 25<br>Num ICU Beds: 9<br>Bed Util: 0.46<br>Pot. Bed Increases: 0",14,5
"3447",3447,3447,-88.0445283,45.8098407,1867,"Dickinson County Memorial Hospital","Short Term Acute Care Hospital",39,49,6,0.515279,10,45.808333,-88.045994,1,"nearest_street","1998","US Hwy 2","Iron Mountain","MI","Dickinson County",49801,"US","TIGER/Line® dataset from the US Census Bureau","<b>Dickinson County Memorial Hospital</b><br>Dickinson County<br>Num Beds: 39<br>Num ICU Beds: 6<br>Bed Util: 0.52<br>Pot. Bed Increases: 10",19,3
"3448",3448,3448,-88.0615465,45.8102287,1868,"Oscar G Johnson VA Medical Ctr","VA Hospital",17,17,NA,NA,0,45.811487,-88.059573,1,"nearest_street","1299","US Hwy 2","Iron Mountain","MI","Dickinson County",49801,"US","TIGER/Line® dataset from the US Census Bureau","<b>Oscar G Johnson VA Medical Ctr</b><br>Dickinson County<br>Num Beds: 17<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"3449",3449,3449,-84.8318656,42.5654901,1869,"Sparrow Eaton Hospital ","Critical Access Hospital",25,25,NA,0.206794,0,42.565514,-84.831842,1,"rooftop","321","Harris","Charlotte","MI","Eaton County",48813,"US","Eaton","<b>Sparrow Eaton Hospital </b><br>Eaton County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.21<br>Pot. Bed Increases: 0",20,NA
"3450",3450,3450,-84.6587832,42.4949634,1870,"Eaton Rapids Medical Ctr","Critical Access Hospital",20,20,NA,0.216712,0,42.495199,-84.658607,1,"rooftop","1500","Main","Eaton Rapids","MI","Eaton County",48827,"US","Eaton","<b>Eaton Rapids Medical Ctr</b><br>Eaton County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.22<br>Pot. Bed Increases: 0",16,NA
"3451",3451,3451,-84.9700443,45.3732041,1871,"McLaren Northern Michigan","Short Term Acute Care Hospital",187,202,18,0.501663,15,45.373255,-84.97069,0.99,"rooftop","416","Connable","Petoskey","MI","Emmet County",49770,"US","Emmet","<b>McLaren Northern Michigan</b><br>Emmet County<br>Num Beds: 187<br>Num ICU Beds: 18<br>Bed Util: 0.5<br>Pot. Bed Increases: 15",93,9
"3452",3452,3452,-83.7053418,43.0217956,1872,"Hurley Medical Ctr","Short Term Acute Care Hospital",370,383,46,0.665894,13,43.021399,-83.704781,0.99,"rooftop","1","Hurley Plz","Flint","MI","Genesee County",48503,"US","City of Flint","<b>Hurley Medical Ctr</b><br>Genesee County<br>Num Beds: 370<br>Num ICU Beds: 46<br>Bed Util: 0.67<br>Pot. Bed Increases: 13",124,15
"3453",3453,3453,-83.732595,43.01421,1873,"McLaren Flint","Short Term Acute Care Hospital",301,342,18,0.780123,41,43.014202,-83.732598,1,"rooftop","401","S Ballenger Hwy","Flint","MI","Genesee County",48532,"US","City of Flint","<b>McLaren Flint</b><br>Genesee County<br>Num Beds: 301<br>Num ICU Beds: 18<br>Bed Util: 0.78<br>Pot. Bed Increases: 41",66,4
"3454",3454,3454,-83.6423231,42.892219,1874,"Ascension Genesys Hospital","Short Term Acute Care Hospital",350,400,45,0.639851,50,42.890408,-83.64007,0.96,"nearest_street","34","Genesys Pkwy","Grand Blanc","MI","Genesee County",48439,"US","TIGER/Line® dataset from the US Census Bureau","<b>Ascension Genesys Hospital</b><br>Genesee County<br>Num Beds: 350<br>Num ICU Beds: 45<br>Bed Util: 0.64<br>Pot. Bed Increases: 50",126,16
"3455",3455,3455,-84.495376,43.9766051,1875,"MidMichigan Medical Center - Gladwin","Critical Access Hospital",25,25,NA,0.123288,0,43.975481,-84.495358,0.97,"nearest_street","598","Quarter St","Gladwin","MI","Gladwin County",48624,"US","TIGER/Line® dataset from the US Census Bureau","<b>MidMichigan Medical Center - Gladwin</b><br>Gladwin County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.12<br>Pot. Bed Increases: 0",22,NA
"3456",3456,3456,-90.1057004,46.4782891,1876,"Aspirus Ironwood Hospital","Critical Access Hospital",25,25,5,0.359233,0,46.477347,-90.105528,1,"nearest_street","6139","US Hwy 2","Ironwood","MI","Gogebic County",49938,"US","TIGER/Line® dataset from the US Census Bureau","<b>Aspirus Ironwood Hospital</b><br>Gogebic County<br>Num Beds: 25<br>Num ICU Beds: 5<br>Bed Util: 0.36<br>Pot. Bed Increases: 0",16,3
"3457",3457,3457,-85.6417857,44.7616354,1877,"Munson Medical Ctr","Short Term Acute Care Hospital",409,425,20,0.591453,16,44.761953,-85.641871,1,"rooftop","1100","Sixth St","Traverse City","MI","Grand Traverse County",49684,"US","Grand Traverse","<b>Munson Medical Ctr</b><br>Grand Traverse County<br>Num Beds: 409<br>Num ICU Beds: 20<br>Bed Util: 0.59<br>Pot. Bed Increases: 16",167,8
"3458",3458,3458,-84.6634414,43.3906048,1878,"MidMichigan Medical Center - Gratiot","Short Term Acute Care Hospital",49,67,NA,0.557898,18,43.391587,-84.662841,0.97,"nearest_street","240","E Warwick Dr","Alma","MI","Gratiot County",48801,"US","TIGER/Line® dataset from the US Census Bureau","<b>MidMichigan Medical Center - Gratiot</b><br>Gratiot County<br>Num Beds: 49<br>Num ICU Beds: NA<br>Bed Util: 0.56<br>Pot. Bed Increases: 18",22,NA
"3459",3459,3459,-84.6330333,41.9120325,1879,"Hillsdale Community Health Center ","Short Term Acute Care Hospital",44,65,4,0.276588,21,41.912684,-84.63368,0.98,"nearest_street","162","S Manning St","Hillsdale","MI","Hillsdale County",49242,"US","TIGER/Line® dataset from the US Census Bureau","<b>Hillsdale Community Health Center </b><br>Hillsdale County<br>Num Beds: 44<br>Num ICU Beds: 4<br>Bed Util: 0.28<br>Pot. Bed Increases: 21",32,3
"3460",3460,3460,-88.5858028,47.141302,1880,"UP Health Sys - Portage Main Campus","Short Term Acute Care Hospital",36,36,NA,0.24239,0,47.141394,-88.584519,0.98,"nearest_street","533","Campus Dr","Hancock","MI","Houghton County",49930,"US","TIGER/Line® dataset from the US Census Bureau","<b>UP Health Sys - Portage Main Campus</b><br>Houghton County<br>Num Beds: 36<br>Num ICU Beds: NA<br>Bed Util: 0.24<br>Pot. Bed Increases: 0",27,NA
"3461",3461,3461,-83.0319928,43.8031628,1881,"McLaren Thumb Region ","Short Term Acute Care Hospital",58,58,4,0.168588,0,43.802369,-83.032609,0.97,"nearest_street","937","State Hwy 53","Bad Axe","MI","Huron County",48413,"US","TIGER/Line® dataset from the US Census Bureau","<b>McLaren Thumb Region </b><br>Huron County<br>Num Beds: 58<br>Num ICU Beds: 4<br>Bed Util: 0.17<br>Pot. Bed Increases: 0",48,3
"3462",3462,3462,-82.6520155,43.8426786,1882,"Harbor Beach Community Hospital","Critical Access Hospital",15,15,NA,0.08,0,43.842872,-82.652599,0.98,"nearest_street","200","S 1st St","Harbor Beach","MI","Huron County",48441,"US","TIGER/Line® dataset from the US Census Bureau","<b>Harbor Beach Community Hospital</b><br>Huron County<br>Num Beds: 15<br>Num ICU Beds: NA<br>Bed Util: 0.08<br>Pot. Bed Increases: 0",14,NA
"3463",3463,3463,-84.5351867,42.7341494,1883,"Sparrow Hospital","Short Term Acute Care Hospital",533,573,99,0.705796,40,42.734738,-84.537903,0.96,"nearest_street","1057","Jerome St","Lansing","MI","Ingham County",48912,"US","TIGER/Line® dataset from the US Census Bureau","<b>Sparrow Hospital</b><br>Ingham County<br>Num Beds: 533<br>Num ICU Beds: 99<br>Bed Util: 0.71<br>Pot. Bed Increases: 40",157,29
"3464",3464,3464,-84.5551416,42.703705,1884,"McLaren Greater Lansing ","Short Term Acute Care Hospital",310,310,16,0.488666,0,42.702669,-84.555319,0.97,"nearest_street","2900","Tenny St","Lansing","MI","Ingham County",48910,"US","TIGER/Line® dataset from the US Census Bureau","<b>McLaren Greater Lansing </b><br>Ingham County<br>Num Beds: 310<br>Num ICU Beds: 16<br>Bed Util: 0.49<br>Pot. Bed Increases: 0",159,8
"3465",3465,3465,-85.0679094,42.9358687,1885,"Sparrow Ionia Hospital ","Critical Access Hospital",25,25,2,0.287547,0,42.939937,-85.066522,0.95,"nearest_street","3198","Access Rd","Ionia","MI","Ionia County",48846,"US","TIGER/Line® dataset from the US Census Bureau","<b>Sparrow Ionia Hospital </b><br>Ionia County<br>Num Beds: 25<br>Num ICU Beds: 2<br>Bed Util: 0.29<br>Pot. Bed Increases: 0",18,1
"3466",3466,3466,-83.5722,44.227556,1886,"Ascension St Joseph Hospital","Short Term Acute Care Hospital",47,47,4,0.199242,0,44.232354,-83.572377,0.94,"nearest_street","1957","Oates Rd","Tawas City","MI","Iosco County",48763,"US","TIGER/Line® dataset from the US Census Bureau","<b>Ascension St Joseph Hospital</b><br>Iosco County<br>Num Beds: 47<br>Num ICU Beds: 4<br>Bed Util: 0.2<br>Pot. Bed Increases: 0",38,3
"3467",3467,3467,-88.6192244,46.0997441,1887,"Aspirus Iron River Hospital","Critical Access Hospital",25,25,3,0.248877,0,46.100158,-88.620586,0.97,"nearest_street","1030","Lalley Rd","Iron River","MI","Iron County",49935,"US","TIGER/Line® dataset from the US Census Bureau","<b>Aspirus Iron River Hospital</b><br>Iron County<br>Num Beds: 25<br>Num ICU Beds: 3<br>Bed Util: 0.25<br>Pot. Bed Increases: 0",19,2
"3468",3468,3468,-84.7609728,43.5993477,1888,"McLaren Central Michigan ","Short Term Acute Care Hospital",83,118,8,0.272256,35,43.59952,-84.759469,0.97,"nearest_street","599","Thomas St","Mount Pleasant","MI","Isabella County",48858,"US","TIGER/Line® dataset from the US Census Bureau","<b>McLaren Central Michigan </b><br>Isabella County<br>Num Beds: 83<br>Num ICU Beds: 8<br>Bed Util: 0.27<br>Pot. Bed Increases: 35",60,6
"3469",3469,3469,-84.3927443,42.2508449,1889,"Henry Ford Allegiance Health ","Short Term Acute Care Hospital",313,325,34,0.662987,12,42.250062,-84.391243,1,"nearest_street","1200","I-94 Bus Lp","Jackson","MI","Jackson County",49201,"US","TIGER/Line® dataset from the US Census Bureau","<b>Henry Ford Allegiance Health </b><br>Jackson County<br>Num Beds: 313<br>Num ICU Beds: 34<br>Bed Util: 0.66<br>Pot. Bed Increases: 12",105,11
"3470",3470,3470,-85.5804185,42.2855143,1890,"Bronson Methodist Hospital","Short Term Acute Care Hospital",415,434,55,0.671299,19,42.285682,-85.580479,1,"rooftop","601","John St","Kalamazoo","MI","Kalamazoo County",49048,"US","Allegan","<b>Bronson Methodist Hospital</b><br>Kalamazoo County<br>Num Beds: 415<br>Num ICU Beds: 55<br>Bed Util: 0.67<br>Pot. Bed Increases: 19",136,18
"3471",3471,3471,-85.5615316,42.3072397,1891,"Ascension Borgess Hospital","Short Term Acute Care Hospital",306,372,15,0.531017,66,42.307843,-85.560041,0.98,"rooftop","1521","Gull Rd","Kalamazoo","MI","Kalamazoo County",49048,"US","Allegan","<b>Ascension Borgess Hospital</b><br>Kalamazoo County<br>Num Beds: 306<br>Num ICU Beds: 15<br>Bed Util: 0.53<br>Pot. Bed Increases: 66",144,7
"3472",3472,3472,-85.7188058,42.8575238,1892,"Metro Health Hospital","Short Term Acute Care Hospital",187,208,16,0.529849,21,42.857841,-85.717765,0.99,"rooftop","5900","Byron Center Ave SW","Wyoming","MI","Kent County",49519,"US","Kent","<b>Metro Health Hospital</b><br>Kent County<br>Num Beds: 187<br>Num ICU Beds: 16<br>Bed Util: 0.53<br>Pot. Bed Increases: 21",88,8
"3473",3473,3473,-85.6645136,42.9694389,1893,"Spectrum Health Butterworth Hospital","Short Term Acute Care Hospital",1095,852,94,0.720638,-243,42.969997,-85.663982,0.99,"rooftop","150","Michigan St NE","Grand Rapids","MI","Kent County",49503,"US","Kent","<b>Spectrum Health Butterworth Hospital</b><br>Kent County<br>Num Beds: 1095<br>Num ICU Beds: 94<br>Bed Util: 0.72<br>Pot. Bed Increases: -243",306,26
"3474",3474,3474,-85.6623188,42.9581324,1894,"Mercy Health Saint Marys ","Short Term Acute Care Hospital",275,255,32,0.635187,-20,42.9582,-85.662388,1,"rooftop","240","Cherry St SE","Grand Rapids","MI","Kent County",49503,"US","Kent","<b>Mercy Health Saint Marys </b><br>Kent County<br>Num Beds: 275<br>Num ICU Beds: 32<br>Bed Util: 0.64<br>Pot. Bed Increases: -20",100,12
"3475",3475,3475,-85.253055,43.43855,1895,"Spectrum Health Kelsey Hospital","Critical Access Hospital",12,16,NA,0.20411,4,43.438424,-85.253689,0.98,"nearest_street","10000","Bale Rd","Lakeview","MI","Montcalm County",48850,"US","TIGER/Line® dataset from the US Census Bureau","<b>Spectrum Health Kelsey Hospital</b><br>Montcalm County<br>Num Beds: 12<br>Num ICU Beds: NA<br>Bed Util: 0.2<br>Pot. Bed Increases: 4",10,NA
